"word" "word.freq" "doc.freq"
"825" "umzuge" 1 1
"826" "verschwinden" 187 163
"827" "masse" 32 32
"828" "vorhandene" 1 1
"829" "stickte" 7 7
"830" "unaufhörlich" 23 23
"831" "penelope" 1 1
"832" "kissen" 34 32
"833" "ofenschirme" 1 1
"834" "geltung" 4 4
"835" "mobiliar" 6 6
"836" "gesinnungstüchtige" 1 1
"837" "opposition" 4 4
"838" "farb" 1 1
"839" "charakterlos" 1 1
"840" "majorität" 1 1
"841" "umgebung" 31 31
"842" "nieder" 207 179
"843" "käfich" 3 3
"844" "hässlich" 54 47
"845" "einzeln" 45 43
"846" "zug" 201 178
"847" "leidlich" 7 7
"848" "leiblich" 12 12
"849" "geistig" 35 34
"850" "kennzeichen" 3 3
"851" "unbehaglich" 25 25
"852" "uebergangsalters" 1 1
"853" "übertreiben" 17 17
"854" "hervor" 107 102
"855" "bein" 77 71
"856" "trommelstock" 1 1
"857" "geformt" 9 9
"858" "unendlich" 28 28
"859" "afrikaner" 4 3
"860" "nase" 77 71
"861" "bauen" 44 39
"862" "farbe" 70 67
"863" "harmonie" 10 9
"864" "grün" 116 105
"865" "zehnjährig" 5 5
"866" "anblick" 139 135
"867" "unerbittlich" 19 19
"868" "bildnerin" 1 1
"869" "vereiteln" 9 9
"870" "wunsch" 147 132
"871" "grausam" 56 51
"872" "nasenstüber" 1 1
"873" "schnellen" 6 6
"874" "empor" 64 63
"875" "griechisch" 11 10
"876" "ohr" 174 162
"877" "reißen" 105 97
"878" "harmlos" 33 31
"879" "mund" 157 147
"880" "lust" 91 86
"881" "haar" 268 228
"882" "unbestimmt" 29 28
"883" "goldbraun" 2 2
"884" "schimmern" 27 26
"885" "dunkeln" 20 20
"886" "flachs" 8 7
"887" "wüthend" 27 24
"888" "bautrin" 2 2
"889" "huldigung" 21 21
"890" "schmeichlern" 1 1
"891" "häßliche" 2 2
"892" "zertrümmern" 3 3
"893" "behandeln" 74 69
"894" "huldigen" 6 6
"895" "venus" 7 7
"896" "schmeichelei" 22 21
"897" "prompt" 1 1
"898" "antwort" 275 238
"899" "wehen" 39 38
"900" "erlauben" 146 128
"901" "vorstellen" 96 91
"902" "respectirt" 2 2
"903" "unlustiger" 1 1
"904" "verfallen" 57 55
"905" "despotisch" 1 1
"906" "grille" 10 9
"907" "grillen" 2 2
"908" "caligula" 1 1
"909" "stammen" 19 18
"910" "hauptvergnügen" 1 1
"911" "artigkeit" 7 7
"912" "fischen" 19 16
"913" "angel" 13 12
"914" "glatt" 22 22
"915" "schmeichler" 3 3
"916" "tribut" 5 5
"917" "notirte" 2 2
"918" "rebell" 3 2
"919" "verwünschteste" 1 1
"920" "verdanken" 50 49
"921" "sohn" 323 206
"922" "forstwärters" 2 2
"923" "ardennen" 1 1
"924" "finger" 131 115
"925" "dumm" 55 50
"926" "faul" 8 8
"927" "besuchen" 135 124
"928" "benachbart" 13 13
"929" "dorfschule" 1 1
"930" "zeichnen" 53 47
"931" "freistellen" 1 1
"932" "gymnasium" 3 3
"933" "marschirte" 3 3
"934" "buch" 194 114
"935" "schuh" 63 43
"936" "dienst" 132 118
"937" "krim" 2 2
"938" "zahn" 59 56
"939" "weh" 54 49
"940" "malakof" 1 1
"941" "explodirte" 3 3
"942" "zurückkommen" 50 46
"943" "belobigung" 1 1
"944" "beginn" 17 16
"945" "italienisch" 47 43
"946" "marschiren" 7 7
"947" "gelingen" 118 115
"948" "kränklich" 9 9
"949" "unterlieutenant" 2 2
"950" "tauschen" 8 8
"951" "compagnie" 14 14
"952" "gleichaltrig" 1 1
"953" "kamerad" 85 75
"954" "heimath" 61 56
"955" "kindheit" 46 42
"956" "jeher" 14 14
"957" "duzen" 3 3
"958" "namens" 12 12
"959" "bodin" 11 8
"960" "bursche" 174 127
"961" "bedienen" 49 47
"962" "herzlich" 72 68
"963" "freundschaft" 80 64
"964" "lesen" 390 260
"965" "schreiben" 343 240
"966" "todtschlagen" 5 5
"967" "verlaufen" 17 17
"968" "vorwärts" 82 73
"969" "getreu" 14 13
"970" "fahne" 20 19
"971" "geschlossen" 27 27
