"word" "word.freq" "doc.freq"
"966" "barbarenvölkern" 1 1
"967" "erstreiten" 3 2
"968" "seeen" 2 2
"969" "steppe" 15 14
"970" "steppen" 7 7
"971" "wald" 803 565
"972" "unerreichbar" 18 17
"973" "wiege" 84 64
"974" "abstammung" 18 18
"975" "absonderung" 4 4
"976" "schützten" 6 6
"977" "treffen" 804 711
"978" "aufgelös't" 24 24
"979" "verschmelzen" 18 18
"980" "unterjochen" 9 9
"981" "barbare" 3 3
"982" "erz" 8 8
"983" "leib" 403 373
"984" "oel" 24 24
"985" "wovon" 72 72
"986" "stoff" 91 85
"987" "berühren" 293 270
"988" "abgleiten" 1 1
"989" "aufnehmen" 204 198
"990" "heranlassen" 2 2
"991" "gewöhnung" 3 3
"992" "fressen" 65 57
"993" "edel" 369 333
"994" "rost" 59 41
"995" "angebornen" 5 5
"996" "esel" 78 61
"997" "stall" 204 171
